GameNumber,RunNumber,ManaUsed,PlayerHealth,PlayerHealing,DamageToPlayer,EnemyCount,EnemyTypeCounts,PlayerSpeed,PlayerDefense,AIScorePercent
145,3,37.00,50.00,14.00,14.00,15.00,"Skeleton Unarmed=6; Skeleton Sword=1; Skeleton Shield=3; Skeleton Spear=0; Skeleton Sword & Shield=0; Skeleton Mage=2; Skeleton Bow=3; Skeleton Leader=0",1.43,2.00,0.00
145,4,47.00,38.00,18.00,30.00,18.00,"Skeleton Unarmed=6; Skeleton Sword=2; Skeleton Shield=3; Skeleton Spear=1; Skeleton Sword & Shield=0; Skeleton Mage=3; Skeleton Bow=3; Skeleton Leader=0",1.70,2.00,0.00
145,5,55.00,27.00,15.00,26.00,18.00,"Skeleton Unarmed=7; Skeleton Sword=2; Skeleton Shield=2; Skeleton Spear=1; Skeleton Sword & Shield=0; Skeleton Mage=2; Skeleton Bow=3; Skeleton Leader=1",1.94,2.00,0.00
145,6,74.00,29.50,25.00,22.50,27.00,"Skeleton Unarmed=8; Skeleton Sword=2; Skeleton Shield=5; Skeleton Spear=1; Skeleton Sword & Shield=0; Skeleton Mage=5; Skeleton Bow=6; Skeleton Leader=0",2.47,2.50,0.00
145,7,81.00,31.00,27.00,25.50,31.00,"Skeleton Unarmed=10; Skeleton Sword=4; Skeleton Shield=4; Skeleton Spear=2; Skeleton Sword & Shield=1; Skeleton Mage=4; Skeleton Bow=6; Skeleton Leader=0",2.65,2.50,0.00
145,8,98.00,0.00,0.00,50.50,38.00,"Skeleton Unarmed=13; Skeleton Sword=3; Skeleton Shield=5; Skeleton Spear=2; Skeleton Sword & Shield=0; Skeleton Mage=6; Skeleton Bow=9; Skeleton Leader=0",2.92,2.50,0.00
146,1,10.00,49.00,2.00,3.00,4.00,"Skeleton Unarmed=2; Skeleton Sword=0; Skeleton Shield=0; Skeleton Spear=0; Skeleton Sword & Shield=0; Skeleton Mage=1; Skeleton Bow=1; Skeleton Leader=0",1.00,2.00,0.00
146,2,24.00,50.00,7.00,6.00,9.00,"Skeleton Unarmed=1; Skeleton Sword=1; Skeleton Shield=4; Skeleton Spear=1; Skeleton Sword & Shield=0; Skeleton Mage=0; Skeleton Bow=2; Skeleton Leader=0",1.19,2.00,0.00
146,3,34.00,50.00,15.00,15.00,13.00,"Skeleton Unarmed=3; Skeleton Sword=1; Skeleton Shield=2; Skeleton Spear=3; Skeleton Sword & Shield=0; Skeleton Mage=2; Skeleton Bow=2; Skeleton Leader=0",1.39,2.00,0.00
146,4,47.00,50.00,18.00,18.00,17.00,"Skeleton Unarmed=2; Skeleton Sword=2; Skeleton Shield=2; Skeleton Spear=6; Skeleton Sword & Shield=1; Skeleton Mage=2; Skeleton Bow=2; Skeleton Leader=0",1.55,2.00,0.00
146,5,63.00,50.00,26.00,26.00,22.00,"Skeleton Unarmed=3; Skeleton Sword=3; Skeleton Shield=3; Skeleton Spear=5; Skeleton Sword & Shield=2; Skeleton Mage=2; Skeleton Bow=4; Skeleton Leader=0",1.82,2.00,0.00
146,6,72.00,50.00,23.50,23.50,26.00,"Skeleton Unarmed=3; Skeleton Sword=3; Skeleton Shield=4; Skeleton Spear=8; Skeleton Sword & Shield=1; Skeleton Mage=3; Skeleton Bow=4; Skeleton Leader=0",2.38,2.50,0.00
146,7,91.00,43.00,26.00,33.00,31.00,"Skeleton Unarmed=4; Skeleton Sword=4; Skeleton Shield=7; Skeleton Spear=6; Skeleton Sword & Shield=1; Skeleton Mage=5; Skeleton Bow=4; Skeleton Leader=0",2.67,2.50,0.00
146,8,94.00,50.00,31.00,24.00,33.00,"Skeleton Unarmed=4; Skeleton Sword=5; Skeleton Shield=6; Skeleton Spear=7; Skeleton Sword & Shield=2; Skeleton Mage=3; Skeleton Bow=6; Skeleton Leader=0",2.87,2.50,0.00
146,9,106.00,32.00,24.00,42.00,34.00,"Skeleton Unarmed=4; Skeleton Sword=4; Skeleton Shield=5; Skeleton Spear=10; Skeleton Sword & Shield=1; Skeleton Mage=4; Skeleton Bow=5; Skeleton Leader=1",3.32,2.50,0.00
146,10,124.00,0.00,0.00,47.00,42.00,"Skeleton Unarmed=5; Skeleton Sword=5; Skeleton Shield=8; Skeleton Spear=8; Skeleton Sword & Shield=3; Skeleton Mage=5; Skeleton Bow=8; Skeleton Leader=0",3.47,2.50,0.00
147,1,10.00,47.00,5.00,8.00,3.00,"Skeleton Unarmed=0; Skeleton Sword=1; Skeleton Shield=0; Skeleton Spear=1; Skeleton Sword & Shield=0; Skeleton Mage=1; Skeleton Bow=0; Skeleton Leader=0",1.00,2.00,0.00
147,2,21.00,50.00,6.00,3.00,10.00,"Skeleton Unarmed=3; Skeleton Sword=0; Skeleton Shield=0; Skeleton Spear=5; Skeleton Sword & Shield=0; Skeleton Mage=1; Skeleton Bow=1; Skeleton Leader=0",1.28,2.00,0.00
147,3,36.00,49.00,6.00,7.00,15.00,"Skeleton Unarmed=4; Skeleton Sword=3; Skeleton Shield=1; Skeleton Spear=5; Skeleton Sword & Shield=1; Skeleton Mage=1; Skeleton Bow=0; Skeleton Leader=0",1.39,2.00,0.00
147,4,51.00,50.00,12.00,11.00,21.00,"Skeleton Unarmed=6; Skeleton Sword=1; Skeleton Shield=5; Skeleton Spear=6; Skeleton Sword & Shield=0; Skeleton Mage=3; Skeleton Bow=0; Skeleton Leader=0",1.81,2.00,0.00
147,5,61.00,49.00,15.00,16.00,21.00,"Skeleton Unarmed=6; Skeleton Sword=1; Skeleton Shield=2; Skeleton Spear=8; Skeleton Sword & Shield=1; Skeleton Mage=2; Skeleton Bow=0; Skeleton Leader=1",1.72,2.00,0.00
147,6,69.00,47.00,37.00,39.00,25.00,"Skeleton Unarmed=6; Skeleton Sword=2; Skeleton Shield=2; Skeleton Spear=8; Skeleton Sword & Shield=3; Skeleton Mage=4; Skeleton Bow=0; Skeleton Leader=0",2.66,2.50,0.00
147,7,88.00,50.00,15.00,12.00,31.00,"Skeleton Unarmed=8; Skeleton Sword=3; Skeleton Shield=3; Skeleton Spear=11; Skeleton Sword & Shield=1; Skeleton Mage=4; Skeleton Bow=0; Skeleton Leader=1",2.62,2.50,0.00
147,8,93.00,50.00,19.00,19.00,29.00,"Skeleton Unarmed=8; Skeleton Sword=2; Skeleton Shield=3; Skeleton Spear=10; Skeleton Sword & Shield=1; Skeleton Mage=3; Skeleton Bow=0; Skeleton Leader=2",2.98,2.50,0.00
147,9,108.00,50.00,10.50,10.50,35.00,"Skeleton Unarmed=8; Skeleton Sword=3; Skeleton Shield=4; Skeleton Spear=13; Skeleton Sword & Shield=1; Skeleton Mage=3; Skeleton Bow=1; Skeleton Leader=2",3.09,2.50,0.00
147,10,112.00,50.00,26.50,26.50,43.00,"Skeleton Unarmed=12; Skeleton Sword=4; Skeleton Shield=6; Skeleton Spear=15; Skeleton Sword & Shield=2; Skeleton Mage=3; Skeleton Bow=0; Skeleton Leader=1",3.17,2.50,0.00
147,11,137.00,50.00,25.00,25.00,47.00,"Skeleton Unarmed=11; Skeleton Sword=4; Skeleton Shield=6; Skeleton Spear=18; Skeleton Sword & Shield=2; Skeleton Mage=4; Skeleton Bow=0; Skeleton Leader=2",4.15,3.00,0.00
147,12,138.00,50.00,15.00,15.00,51.00,"Skeleton Unarmed=14; Skeleton Sword=4; Skeleton Shield=8; Skeleton Spear=15; Skeleton Sword & Shield=2; Skeleton Mage=6; Skeleton Bow=1; Skeleton Leader=1",4.09,3.00,0.00
147,13,165.00,50.00,23.00,23.00,57.00,"Skeleton Unarmed=13; Skeleton Sword=5; Skeleton Shield=7; Skeleton Spear=20; Skeleton Sword & Shield=3; Skeleton Mage=5; Skeleton Bow=2; Skeleton Leader=2",4.35,3.00,0.00
147,14,177.00,50.00,20.00,20.00,61.00,"Skeleton Unarmed=14; Skeleton Sword=8; Skeleton Shield=7; Skeleton Spear=20; Skeleton Sword & Shield=3; Skeleton Mage=6; Skeleton Bow=1; Skeleton Leader=2",4.77,3.00,0.00
147,15,186.00,50.00,18.00,18.00,61.00,"Skeleton Unarmed=15; Skeleton Sword=5; Skeleton Shield=7; Skeleton Spear=21; Skeleton Sword & Shield=3; Skeleton Mage=6; Skeleton Bow=1; Skeleton Leader=3",5.11,3.00,0.00
147,16,191.00,50.00,22.50,22.50,63.00,"Skeleton Unarmed=15; Skeleton Sword=6; Skeleton Shield=7; Skeleton Spear=22; Skeleton Sword & Shield=3; Skeleton Mage=6; Skeleton Bow=1; Skeleton Leader=3",5.30,3.50,0.00
147,17,203.00,50.00,11.00,11.00,70.00,"Skeleton Unarmed=16; Skeleton Sword=8; Skeleton Shield=8; Skeleton Spear=23; Skeleton Sword & Shield=3; Skeleton Mage=9; Skeleton Bow=1; Skeleton Leader=2",5.76,3.50,0.00
147,18,222.00,50.00,20.00,20.00,75.00,"Skeleton Unarmed=17; Skeleton Sword=8; Skeleton Shield=8; Skeleton Spear=27; Skeleton Sword & Shield=3; Skeleton Mage=8; Skeleton Bow=1; Skeleton Leader=3",5.99,3.50,0.00
147,19,242.00,50.00,30.00,30.00,81.00,"Skeleton Unarmed=18; Skeleton Sword=7; Skeleton Shield=9; Skeleton Spear=29; Skeleton Sword & Shield=4; Skeleton Mage=10; Skeleton Bow=1; Skeleton Leader=3",6.04,3.50,0.00
147,20,251.00,50.00,29.00,29.00,86.00,"Skeleton Unarmed=19; Skeleton Sword=7; Skeleton Shield=10; Skeleton Spear=31; Skeleton Sword & Shield=4; Skeleton Mage=9; Skeleton Bow=3; Skeleton Leader=3",6.35,3.50,0.00
147,21,264.00,50.00,33.00,33.00,87.00,"Skeleton Unarmed=20; Skeleton Sword=8; Skeleton Shield=9; Skeleton Spear=31; Skeleton Sword & Shield=4; Skeleton Mage=9; Skeleton Bow=2; Skeleton Leader=4",6.69,4.00,0.00
147,22,272.00,50.00,48.00,48.00,91.00,"Skeleton Unarmed=20; Skeleton Sword=8; Skeleton Shield=9; Skeleton Spear=35; Skeleton Sword & Shield=4; Skeleton Mage=9; Skeleton Bow=2; Skeleton Leader=4",6.65,4.00,0.00
147,23,272.00,50.00,24.00,24.00,93.00,"Skeleton Unarmed=20; Skeleton Sword=8; Skeleton Shield=11; Skeleton Spear=33; Skeleton Sword & Shield=4; Skeleton Mage=11; Skeleton Bow=3; Skeleton Leader=3",7.41,4.00,0.00
147,24,285.00,50.00,15.00,15.00,102.00,"Skeleton Unarmed=23; Skeleton Sword=11; Skeleton Shield=10; Skeleton Spear=39; Skeleton Sword & Shield=5; Skeleton Mage=9; Skeleton Bow=2; Skeleton Leader=3",7.48,4.00,0.00
147,25,308.00,50.00,33.00,33.00,104.00,"Skeleton Unarmed=22; Skeleton Sword=10; Skeleton Shield=10; Skeleton Spear=40; Skeleton Sword & Shield=5; Skeleton Mage=11; Skeleton Bow=2; Skeleton Leader=4",7.34,4.00,0.00
147,26,303.00,50.00,7.50,7.50,102.00,"Skeleton Unarmed=23; Skeleton Sword=10; Skeleton Shield=10; Skeleton Spear=37; Skeleton Sword & Shield=5; Skeleton Mage=11; Skeleton Bow=2; Skeleton Leader=4",9.15,4.50,0.00
147,27,341.00,50.00,14.00,14.00,117.00,"Skeleton Unarmed=26; Skeleton Sword=13; Skeleton Shield=11; Skeleton Spear=42; Skeleton Sword & Shield=6; Skeleton Mage=12; Skeleton Bow=3; Skeleton Leader=4",8.50,4.50,0.00
147,28,350.00,50.00,20.00,20.00,120.00,"Skeleton Unarmed=25; Skeleton Sword=11; Skeleton Shield=12; Skeleton Spear=46; Skeleton Sword & Shield=5; Skeleton Mage=14; Skeleton Bow=3; Skeleton Leader=4",8.85,4.50,0.00
147,29,358.00,50.00,24.00,24.00,119.00,"Skeleton Unarmed=25; Skeleton Sword=12; Skeleton Shield=11; Skeleton Spear=45; Skeleton Sword & Shield=5; Skeleton Mage=13; Skeleton Bow=3; Skeleton Leader=5",9.36,4.50,0.00
147,30,365.00,50.00,24.50,24.50,126.00,"Skeleton Unarmed=30; Skeleton Sword=12; Skeleton Shield=12; Skeleton Spear=47; Skeleton Sword & Shield=5; Skeleton Mage=12; Skeleton Bow=3; Skeleton Leader=5",8.82,4.50,0.00
147,31,392.00,50.00,10.00,10.00,130.00,"Skeleton Unarmed=30; Skeleton Sword=12; Skeleton Shield=12; Skeleton Spear=48; Skeleton Sword & Shield=6; Skeleton Mage=13; Skeleton Bow=3; Skeleton Leader=6",10.41,5.00,0.00
147,32,395.00,50.00,0.00,0.00,134.00,"Skeleton Unarmed=30; Skeleton Sword=12; Skeleton Shield=12; Skeleton Spear=49; Skeleton Sword & Shield=7; Skeleton Mage=14; Skeleton Bow=5; Skeleton Leader=5",9.90,5.00,0.00
147,33,409.00,50.00,11.00,11.00,139.00,"Skeleton Unarmed=30; Skeleton Sword=13; Skeleton Shield=13; Skeleton Spear=52; Skeleton Sword & Shield=6; Skeleton Mage=16; Skeleton Bow=4; Skeleton Leader=5",10.69,5.00,0.00
147,34,422.00,50.00,15.00,15.00,146.00,"Skeleton Unarmed=33; Skeleton Sword=15; Skeleton Shield=13; Skeleton Spear=54; Skeleton Sword & Shield=6; Skeleton Mage=16; Skeleton Bow=4; Skeleton Leader=5",10.57,5.00,0.00
147,35,426.00,50.00,5.00,5.00,142.00,"Skeleton Unarmed=30; Skeleton Sword=14; Skeleton Shield=13; Skeleton Spear=54; Skeleton Sword & Shield=6; Skeleton Mage=15; Skeleton Bow=4; Skeleton Leader=6",10.89,5.00,0.00
147,36,449.00,50.00,5.00,5.00,155.00,"Skeleton Unarmed=32; Skeleton Sword=15; Skeleton Shield=14; Skeleton Spear=60; Skeleton Sword & Shield=7; Skeleton Mage=17; Skeleton Bow=5; Skeleton Leader=5",10.96,5.50,0.00
147,37,458.00,50.00,9.00,9.00,159.00,"Skeleton Unarmed=33; Skeleton Sword=16; Skeleton Shield=16; Skeleton Spear=61; Skeleton Sword & Shield=7; Skeleton Mage=17; Skeleton Bow=4; Skeleton Leader=5",11.40,5.50,0.00
147,38,458.00,50.00,9.50,9.50,158.00,"Skeleton Unarmed=32; Skeleton Sword=17; Skeleton Shield=15; Skeleton Spear=60; Skeleton Sword & Shield=7; Skeleton Mage=17; Skeleton Bow=5; Skeleton Leader=5",11.73,5.50,0.00
147,39,493.00,50.00,0.50,0.50,168.00,"Skeleton Unarmed=36; Skeleton Sword=16; Skeleton Shield=15; Skeleton Spear=63; Skeleton Sword & Shield=7; Skeleton Mage=19; Skeleton Bow=6; Skeleton Leader=6",12.51,5.50,0.00
147,40,473.00,50.00,13.50,13.50,163.00,"Skeleton Unarmed=34; Skeleton Sword=15; Skeleton Shield=15; Skeleton Spear=62; Skeleton Sword & Shield=9; Skeleton Mage=18; Skeleton Bow=5; Skeleton Leader=5",11.90,5.50,0.00
147,41,496.00,50.00,4.00,4.00,169.00,"Skeleton Unarmed=36; Skeleton Sword=16; Skeleton Shield=14; Skeleton Spear=65; Skeleton Sword & Shield=8; Skeleton Mage=19; Skeleton Bow=5; Skeleton Leader=6",12.99,6.00,0.00
147,42,514.00,50.00,4.00,4.00,178.00,"Skeleton Unarmed=39; Skeleton Sword=17; Skeleton Shield=15; Skeleton Spear=68; Skeleton Sword & Shield=8; Skeleton Mage=19; Skeleton Bow=6; Skeleton Leader=6",13.45,6.00,0.00
147,43,528.00,50.00,12.00,12.00,178.00,"Skeleton Unarmed=38; Skeleton Sword=17; Skeleton Shield=15; Skeleton Spear=68; Skeleton Sword & Shield=8; Skeleton Mage=19; Skeleton Bow=6; Skeleton Leader=7",13.83,6.00,0.00
147,44,542.00,50.00,0.00,0.00,186.00,"Skeleton Unarmed=38; Skeleton Sword=18; Skeleton Shield=18; Skeleton Spear=70; Skeleton Sword & Shield=8; Skeleton Mage=21; Skeleton Bow=7; Skeleton Leader=6",12.93,6.00,0.00
147,45,564.00,50.00,4.00,4.00,192.00,"Skeleton Unarmed=41; Skeleton Sword=18; Skeleton Shield=16; Skeleton Spear=74; Skeleton Sword & Shield=9; Skeleton Mage=21; Skeleton Bow=6; Skeleton Leader=7",13.33,6.00,0.00
147,46,578.00,50.00,3.50,3.50,201.00,"Skeleton Unarmed=44; Skeleton Sword=19; Skeleton Shield=17; Skeleton Spear=75; Skeleton Sword & Shield=9; Skeleton Mage=24; Skeleton Bow=7; Skeleton Leader=6",14.96,6.50,0.00
147,47,582.00,50.00,0.00,0.00,202.00,"Skeleton Unarmed=41; Skeleton Sword=22; Skeleton Shield=16; Skeleton Spear=78; Skeleton Sword & Shield=8; Skeleton Mage=24; Skeleton Bow=7; Skeleton Leader=6",14.79,6.50,0.00
147,48,604.00,50.00,3.50,3.50,206.00,"Skeleton Unarmed=43; Skeleton Sword=21; Skeleton Shield=17; Skeleton Spear=78; Skeleton Sword & Shield=10; Skeleton Mage=23; Skeleton Bow=7; Skeleton Leader=7",14.42,6.50,0.00
147,49,627.00,50.00,3.50,3.50,214.00,"Skeleton Unarmed=44; Skeleton Sword=21; Skeleton Shield=19; Skeleton Spear=81; Skeleton Sword & Shield=9; Skeleton Mage=26; Skeleton Bow=7; Skeleton Leader=7",15.16,6.50,0.00
147,50,648.00,50.00,0.00,0.00,227.00,"Skeleton Unarmed=49; Skeleton Sword=21; Skeleton Shield=18; Skeleton Spear=89; Skeleton Sword & Shield=9; Skeleton Mage=26; Skeleton Bow=8; Skeleton Leader=7",14.93,6.50,0.00
148,1,10.00,50.00,1.00,1.00,4.00,"Skeleton Unarmed=1; Skeleton Sword=0; Skeleton Shield=0; Skeleton Spear=2; Skeleton Sword & Shield=0; Skeleton Mage=1; Skeleton Bow=0; Skeleton Leader=0",1.00,2.00,0.00
148,2,20.00,47.00,3.00,6.00,4.00,"Skeleton Unarmed=1; Skeleton Sword=0; Skeleton Shield=0; Skeleton Spear=2; Skeleton Sword & Shield=0; Skeleton Mage=0; Skeleton Bow=0; Skeleton Leader=1",1.15,2.00,0.00
148,3,33.00,39.00,11.00,19.00,14.00,"Skeleton Unarmed=3; Skeleton Sword=1; Skeleton Shield=1; Skeleton Spear=7; Skeleton Sword & Shield=0; Skeleton Mage=2; Skeleton Bow=0; Skeleton Leader=0",1.47,2.00,0.00
148,4,49.00,37.00,18.00,20.00,16.00,"Skeleton Unarmed=4; Skeleton Sword=1; Skeleton Shield=1; Skeleton Spear=7; Skeleton Sword & Shield=0; Skeleton Mage=2; Skeleton Bow=0; Skeleton Leader=1",1.70,2.00,0.00
148,5,64.00,50.00,25.00,12.00,26.00,"Skeleton Unarmed=5; Skeleton Sword=2; Skeleton Shield=3; Skeleton Spear=12; Skeleton Sword & Shield=2; Skeleton Mage=2; Skeleton Bow=0; Skeleton Leader=0",1.76,2.00,0.00
148,6,73.00,47.00,20.00,23.00,25.00,"Skeleton Unarmed=6; Skeleton Sword=2; Skeleton Shield=2; Skeleton Spear=10; Skeleton Sword & Shield=1; Skeleton Mage=3; Skeleton Bow=0; Skeleton Leader=1",2.48,2.50,0.00
148,7,77.00,35.50,24.00,35.50,27.00,"Skeleton Unarmed=6; Skeleton Sword=3; Skeleton Shield=1; Skeleton Spear=12; Skeleton Sword & Shield=1; Skeleton Mage=3; Skeleton Bow=0; Skeleton Leader=1",3.09,2.50,0.00
148,8,96.00,50.00,40.00,25.50,34.00,"Skeleton Unarmed=7; Skeleton Sword=4; Skeleton Shield=2; Skeleton Spear=14; Skeleton Sword & Shield=1; Skeleton Mage=4; Skeleton Bow=1; Skeleton Leader=1",2.71,2.50,0.00
148,9,107.00,50.00,26.00,26.00,39.00,"Skeleton Unarmed=10; Skeleton Sword=3; Skeleton Shield=3; Skeleton Spear=14; Skeleton Sword & Shield=2; Skeleton Mage=4; Skeleton Bow=2; Skeleton Leader=1",2.84,2.50,0.00
148,10,123.00,50.00,43.00,43.00,45.00,"Skeleton Unarmed=12; Skeleton Sword=4; Skeleton Shield=3; Skeleton Spear=16; Skeleton Sword & Shield=3; Skeleton Mage=5; Skeleton Bow=1; Skeleton Leader=1",3.10,2.50,0.00
148,11,137.00,43.00,32.00,39.00,48.00,"Skeleton Unarmed=10; Skeleton Sword=4; Skeleton Shield=3; Skeleton Spear=19; Skeleton Sword & Shield=2; Skeleton Mage=8; Skeleton Bow=1; Skeleton Leader=1",4.08,3.00,0.00
148,12,146.00,50.00,31.00,24.00,50.00,"Skeleton Unarmed=12; Skeleton Sword=4; Skeleton Shield=3; Skeleton Spear=20; Skeleton Sword & Shield=2; Skeleton Mage=6; Skeleton Bow=1; Skeleton Leader=2",4.08,3.00,0.00
148,13,157.00,50.00,37.00,37.00,58.00,"Skeleton Unarmed=14; Skeleton Sword=5; Skeleton Shield=5; Skeleton Spear=21; Skeleton Sword & Shield=3; Skeleton Mage=7; Skeleton Bow=2; Skeleton Leader=1",4.57,3.00,0.00
148,14,166.00,50.00,43.00,43.00,61.00,"Skeleton Unarmed=13; Skeleton Sword=6; Skeleton Shield=4; Skeleton Spear=23; Skeleton Sword & Shield=2; Skeleton Mage=8; Skeleton Bow=4; Skeleton Leader=1",4.83,3.00,0.00
148,15,186.00,50.00,42.00,42.00,64.00,"Skeleton Unarmed=14; Skeleton Sword=6; Skeleton Shield=5; Skeleton Spear=24; Skeleton Sword & Shield=4; Skeleton Mage=7; Skeleton Bow=2; Skeleton Leader=2",4.78,3.00,0.00
148,16,195.00,50.00,40.50,40.50,70.00,"Skeleton Unarmed=17; Skeleton Sword=6; Skeleton Shield=5; Skeleton Spear=27; Skeleton Sword & Shield=3; Skeleton Mage=8; Skeleton Bow=2; Skeleton Leader=2",5.35,3.50,0.00
148,17,206.00,50.00,20.50,20.50,73.00,"Skeleton Unarmed=17; Skeleton Sword=7; Skeleton Shield=5; Skeleton Spear=27; Skeleton Sword & Shield=3; Skeleton Mage=9; Skeleton Bow=3; Skeleton Leader=2",5.38,3.50,0.00
148,18,219.00,50.00,35.00,35.00,78.00,"Skeleton Unarmed=17; Skeleton Sword=8; Skeleton Shield=7; Skeleton Spear=29; Skeleton Sword & Shield=3; Skeleton Mage=9; Skeleton Bow=3; Skeleton Leader=2",5.72,3.50,0.00
148,19,237.00,50.00,41.00,41.00,83.00,"Skeleton Unarmed=18; Skeleton Sword=8; Skeleton Shield=7; Skeleton Spear=30; Skeleton Sword & Shield=3; Skeleton Mage=12; Skeleton Bow=3; Skeleton Leader=2",6.09,3.50,0.00
148,20,245.00,50.00,20.50,20.50,88.00,"Skeleton Unarmed=19; Skeleton Sword=8; Skeleton Shield=6; Skeleton Spear=35; Skeleton Sword & Shield=5; Skeleton Mage=10; Skeleton Bow=3; Skeleton Leader=2",6.46,3.50,0.00
148,21,249.00,50.00,27.00,27.00,86.00,"Skeleton Unarmed=20; Skeleton Sword=9; Skeleton Shield=6; Skeleton Spear=31; Skeleton Sword & Shield=4; Skeleton Mage=9; Skeleton Bow=4; Skeleton Leader=3",6.88,4.00,0.00
148,22,278.00,50.00,13.00,13.00,99.00,"Skeleton Unarmed=22; Skeleton Sword=11; Skeleton Shield=7; Skeleton Spear=35; Skeleton Sword & Shield=5; Skeleton Mage=13; Skeleton Bow=4; Skeleton Leader=2",7.62,4.00,0.00
148,23,283.00,50.00,27.00,27.00,98.00,"Skeleton Unarmed=22; Skeleton Sword=10; Skeleton Shield=8; Skeleton Spear=35; Skeleton Sword & Shield=4; Skeleton Mage=12; Skeleton Bow=4; Skeleton Leader=3",7.48,4.00,0.00
148,24,290.00,50.00,32.00,32.00,102.00,"Skeleton Unarmed=26; Skeleton Sword=10; Skeleton Shield=7; Skeleton Spear=34; Skeleton Sword & Shield=5; Skeleton Mage=12; Skeleton Bow=5; Skeleton Leader=3",7.50,4.00,0.00
148,25,311.00,50.00,22.00,22.00,109.00,"Skeleton Unarmed=25; Skeleton Sword=11; Skeleton Shield=9; Skeleton Spear=38; Skeleton Sword & Shield=5; Skeleton Mage=13; Skeleton Bow=5; Skeleton Leader=3",7.60,4.00,0.00
148,26,322.00,50.00,24.50,24.50,113.00,"Skeleton Unarmed=28; Skeleton Sword=11; Skeleton Shield=9; Skeleton Spear=37; Skeleton Sword & Shield=5; Skeleton Mage=15; Skeleton Bow=5; Skeleton Leader=3",8.28,4.50,0.00
148,27,336.00,50.00,29.00,29.00,120.00,"Skeleton Unarmed=30; Skeleton Sword=12; Skeleton Shield=10; Skeleton Spear=40; Skeleton Sword & Shield=5; Skeleton Mage=15; Skeleton Bow=5; Skeleton Leader=3",8.99,4.50,0.00
148,28,356.00,50.00,20.50,20.50,122.00,"Skeleton Unarmed=29; Skeleton Sword=14; Skeleton Shield=9; Skeleton Spear=40; Skeleton Sword & Shield=6; Skeleton Mage=14; Skeleton Bow=6; Skeleton Leader=4",9.77,4.50,0.00
148,29,364.00,50.00,30.50,30.50,127.00,"Skeleton Unarmed=29; Skeleton Sword=13; Skeleton Shield=12; Skeleton Spear=41; Skeleton Sword & Shield=7; Skeleton Mage=16; Skeleton Bow=6; Skeleton Leader=3",9.00,4.50,0.00
148,30,376.00,50.00,13.50,13.50,132.00,"Skeleton Unarmed=30; Skeleton Sword=15; Skeleton Shield=10; Skeleton Spear=44; Skeleton Sword & Shield=7; Skeleton Mage=17; Skeleton Bow=6; Skeleton Leader=3",9.48,4.50,0.00
148,31,392.00,50.00,25.00,25.00,137.00,"Skeleton Unarmed=34; Skeleton Sword=14; Skeleton Shield=10; Skeleton Spear=45; Skeleton Sword & Shield=7; Skeleton Mage=16; Skeleton Bow=7; Skeleton Leader=4",9.70,5.00,0.00
148,32,397.00,50.00,10.00,10.00,135.00,"Skeleton Unarmed=31; Skeleton Sword=15; Skeleton Shield=11; Skeleton Spear=42; Skeleton Sword & Shield=6; Skeleton Mage=18; Skeleton Bow=8; Skeleton Leader=4",9.75,5.00,0.00
148,33,424.00,50.00,15.00,15.00,145.00,"Skeleton Unarmed=34; Skeleton Sword=16; Skeleton Shield=11; Skeleton Spear=45; Skeleton Sword & Shield=8; Skeleton Mage=19; Skeleton Bow=8; Skeleton Leader=4",10.47,5.00,0.00
148,34,417.00,50.00,11.00,11.00,143.00,"Skeleton Unarmed=33; Skeleton Sword=16; Skeleton Shield=11; Skeleton Spear=46; Skeleton Sword & Shield=7; Skeleton Mage=19; Skeleton Bow=7; Skeleton Leader=4",10.11,5.00,0.00
148,35,437.00,50.00,0.00,0.00,151.00,"Skeleton Unarmed=36; Skeleton Sword=16; Skeleton Shield=13; Skeleton Spear=46; Skeleton Sword & Shield=8; Skeleton Mage=19; Skeleton Bow=9; Skeleton Leader=4",10.42,5.00,0.00
148,36,450.00,50.00,4.50,4.50,152.00,"Skeleton Unarmed=37; Skeleton Sword=17; Skeleton Shield=12; Skeleton Spear=46; Skeleton Sword & Shield=7; Skeleton Mage=20; Skeleton Bow=8; Skeleton Leader=5",11.20,5.50,0.00
148,37,468.00,50.00,18.00,18.00,162.00,"Skeleton Unarmed=38; Skeleton Sword=20; Skeleton Shield=14; Skeleton Spear=48; Skeleton Sword & Shield=9; Skeleton Mage=20; Skeleton Bow=9; Skeleton Leader=4",12.26,5.50,0.00
148,38,478.00,50.00,9.00,9.00,160.00,"Skeleton Unarmed=37; Skeleton Sword=18; Skeleton Shield=13; Skeleton Spear=48; Skeleton Sword & Shield=8; Skeleton Mage=22; Skeleton Bow=9; Skeleton Leader=5",11.64,5.50,0.00
148,39,498.00,50.00,18.00,18.00,168.00,"Skeleton Unarmed=40; Skeleton Sword=20; Skeleton Shield=15; Skeleton Spear=48; Skeleton Sword & Shield=8; Skeleton Mage=23; Skeleton Bow=9; Skeleton Leader=5",12.21,5.50,0.00
148,40,501.00,50.00,9.00,9.00,168.00,"Skeleton Unarmed=41; Skeleton Sword=19; Skeleton Shield=14; Skeleton Spear=47; Skeleton Sword & Shield=8; Skeleton Mage=25; Skeleton Bow=9; Skeleton Leader=5",11.96,5.50,0.00
